alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,1.0,0.0,0.0001,0.1,0.785524,0.969106,0.455073
1.0,1.0,0.0,0.0001,0.01,0.764077,0.972115,0.419304
1.0,1.0,0.0,0.0001,0.001,0.739166,0.970094,0.412831
1.0,1.0,0.0,0.0001,0.0001,0.734222,0.971334,0.422112
1.0,1.0,0.1,0.01,0.1,0.763902,0.963021,0.433635
1.0,1.0,0.1,0.01,0.01,0.802013,0.973246,0.498122
1.0,1.0,0.1,0.01,0.001,0.834923,0.978454,0.499332
1.0,1.0,0.1,0.01,0.0001,0.806336,0.976051,0.44505
1.0,1.0,0.1,0.001,0.1,0.731597,0.972787,0.422638
1.0,1.0,0.1,0.001,0.01,0.770441,0.972253,0.459051
1.0,1.0,0.1,0.001,0.001,0.781618,0.972335,0.476955
1.0,1.0,0.1,0.001,0.0001,0.781876,0.972345,0.454689
1.0,1.0,0.1,0.0001,0.1,0.752237,0.96763,0.451007
1.0,1.0,0.1,0.0001,0.01,0.705938,0.965191,0.341996
1.0,1.0,0.1,0.0001,0.001,0.732536,0.971951,0.431612
1.0,1.0,0.1,0.0001,0.0001,0.785646,0.972794,0.448789
1.0,1.0,1.0,0.01,0.1,0.779469,0.968947,0.46036
1.0,1.0,1.0,0.01,0.01,0.75472,0.96729,0.439932
1.0,1.0,1.0,0.01,0.001,0.782607,0.977396,0.454684
1.0,1.0,1.0,0.01,0.0001,0.744308,0.974252,0.466681
1.0,1.0,1.0,0.001,0.1,0.78046,0.972428,0.473103
1.0,1.0,1.0,0.001,0.01,0.772671,0.968929,0.447762
1.0,1.0,1.0,0.001,0.001,0.733199,0.968977,0.375615
1.0,1.0,1.0,0.001,0.0001,0.763256,0.966317,0.435135
1.0,1.0,1.0,0.0001,0.1,0.790962,0.972398,0.466862
1.0,1.0,1.0,0.0001,0.01,0.768349,0.970138,0.408423
1.0,1.0,1.0,0.0001,0.001,0.653626,0.959902,0.296187
1.0,1.0,1.0,0.0001,0.0001,0.795616,0.97247,0.482991
1.0,1.0,10.0,0.01,0.1,0.80492,0.97668,0.488509
1.0,1.0,10.0,0.01,0.01,0.774889,0.972205,0.39822
1.0,1.0,10.0,0.01,0.001,0.73617,0.96944,0.374388
1.0,1.0,10.0,0.01,0.0001,0.72838,0.97022,0.43178
1.0,1.0,10.0,0.001,0.1,0.790215,0.979102,0.463932
1.0,1.0,10.0,0.001,0.01,0.747004,0.974064,0.43894
1.0,1.0,10.0,0.001,0.001,0.796309,0.977558,0.493212
1.0,1.0,10.0,0.001,0.0001,0.796602,0.971913,0.439422
1.0,1.0,10.0,0.0001,0.1,0.78251,0.973672,0.466102
1.0,1.0,10.0,0.0001,0.01,0.734171,0.973416,0.392533
1.0,1.0,10.0,0.0001,0.001,0.775911,0.973693,0.45485
1.0,1.0,10.0,0.0001,0.0001,0.711789,0.957496,0.36424
1.0,10.0,0.0,0.01,0.1,0.786827,0.973292,0.466369
1.0,10.0,0.0,0.01,0.01,0.810424,0.9767,0.498565
1.0,10.0,0.0,0.01,0.001,0.770184,0.977765,0.433095
1.0,10.0,0.0,0.01,0.0001,0.791703,0.978026,0.440123
1.0,10.0,0.0,0.001,0.1,0.756104,0.971161,0.410829
1.0,10.0,0.0,0.001,0.01,0.749396,0.973476,0.44109
1.0,10.0,0.0,0.001,0.001,0.776924,0.9725,0.41432
1.0,10.0,0.0,0.001,0.0001,0.775014,0.975607,0.432784
1.0,10.0,0.0,0.0001,0.1,0.777463,0.97205,0.485027
1.0,10.0,0.0,0.0001,0.01,0.783655,0.970286,0.435071
1.0,10.0,0.0,0.0001,0.001,0.712626,0.964518,0.415764
1.0,10.0,0.0,0.0001,0.0001,0.746374,0.971526,0.410694
1.0,10.0,0.1,0.01,0.1,0.791543,0.973386,0.477218
1.0,10.0,0.1,0.01,0.01,0.798014,0.976411,0.476893
1.0,10.0,0.1,0.01,0.001,0.794039,0.975961,0.469609
1.0,10.0,0.1,0.01,0.0001,0.775188,0.975965,0.45062
1.0,10.0,0.1,0.001,0.1,0.784708,0.974485,0.452493
1.0,10.0,0.1,0.001,0.01,0.719543,0.966563,0.384743
1.0,10.0,0.1,0.001,0.001,0.767791,0.967571,0.423279
1.0,10.0,0.1,0.001,0.0001,0.779021,0.972355,0.46305
1.0,10.0,0.1,0.0001,0.1,0.721443,0.960778,0.374665
1.0,10.0,0.1,0.0001,0.01,0.779298,0.971431,0.47588
1.0,10.0,0.1,0.0001,0.001,0.784204,0.972415,0.486556
1.0,10.0,0.1,0.0001,0.0001,0.679492,0.956745,0.347807
1.0,10.0,1.0,0.01,0.1,0.765661,0.976675,0.47729
1.0,10.0,1.0,0.01,0.01,0.811133,0.97903,0.454782
1.0,10.0,1.0,0.01,0.001,0.794778,0.976679,0.440848
1.0,10.0,1.0,0.01,0.0001,0.784465,0.975817,0.434079
1.0,10.0,1.0,0.001,0.1,0.753578,0.96903,0.429962
1.0,10.0,1.0,0.001,0.01,0.796447,0.970588,0.438976
1.0,10.0,1.0,0.001,0.001,0.751082,0.96767,0.414408
1.0,10.0,1.0,0.001,0.0001,0.784811,0.972437,0.461816
1.0,10.0,1.0,0.0001,0.1,0.785861,0.968959,0.439481
1.0,10.0,1.0,0.0001,0.01,0.764924,0.969105,0.460084
1.0,10.0,1.0,0.0001,0.001,0.547931,0.95114,0.128976
1.0,10.0,1.0,0.0001,0.0001,0.769407,0.968613,0.438391
1.0,10.0,10.0,0.01,0.1,0.775399,0.968455,0.441281
1.0,10.0,10.0,0.01,0.01,0.702388,0.970944,0.399394
1.0,10.0,10.0,0.01,0.001,0.755063,0.968718,0.41968
1.0,10.0,10.0,0.01,0.0001,0.755832,0.969733,0.372696
1.0,10.0,10.0,0.001,0.1,0.747486,0.961246,0.406343
1.0,10.0,10.0,0.001,0.01,0.742708,0.970639,0.40554
1.0,10.0,10.0,0.001,0.001,0.745916,0.970527,0.412577
1.0,10.0,10.0,0.001,0.0001,0.674274,0.963815,0.338033
1.0,10.0,10.0,0.0001,0.1,0.771279,0.974177,0.461328
1.0,10.0,10.0,0.0001,0.01,0.613835,0.945101,0.249829
1.0,10.0,10.0,0.0001,0.001,0.72725,0.965501,0.411147
1.0,10.0,10.0,0.0001,0.0001,0.767337,0.975756,0.465652
