alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,1.0,0.9,0.001,0.0001,0.517308,0.925817,0.072085
1.0,1.0,1.0,0.001,0.1,0.499912,0.926446,0.089186
1.0,1.0,1.0,0.001,0.01,0.496964,0.925908,0.067861
1.0,1.0,1.0,0.001,0.001,0.494903,0.924445,0.057747
1.0,1.0,1.0,0.001,0.0001,0.502556,0.925169,0.071207
1.0,1.0,2.0,0.001,0.1,0.499199,0.926593,0.07891
1.0,1.0,2.0,0.001,0.01,0.496225,0.925419,0.068377
1.0,1.0,2.0,0.001,0.001,0.522123,0.925769,0.065801
1.0,1.0,2.0,0.001,0.0001,0.504385,0.925805,0.086802
1.0,1.0,3.0,0.001,0.1,0.508612,0.92806,0.104048
1.0,1.0,3.0,0.001,0.01,0.485031,0.925453,0.070809
1.0,1.0,3.0,0.001,0.001,0.508977,0.926199,0.095796
1.0,1.0,3.0,0.001,0.0001,0.510617,0.924391,0.079004
1.0,1.0,4.0,0.001,0.1,0.500063,0.924812,0.061437
1.0,1.0,4.0,0.001,0.01,0.500228,0.925638,0.06434
1.0,1.0,4.0,0.001,0.001,0.500023,0.925142,0.04594
1.0,1.0,4.0,0.001,0.0001,0.499061,0.927514,0.102812
1.0,1.0,5.0,0.001,0.1,0.510148,0.926705,0.142564
1.0,1.0,5.0,0.001,0.01,0.498579,0.924862,0.066204
1.0,1.0,5.0,0.001,0.001,0.512093,0.925859,0.064748
1.0,1.0,5.0,0.001,0.0001,0.49329,0.925663,0.054991
1.0,1.0,6.0,0.001,0.1,0.501624,0.925719,0.08767
1.0,1.0,6.0,0.001,0.01,0.500123,0.927756,0.086502
1.0,1.0,6.0,0.001,0.001,0.511971,0.92662,0.110736
1.0,1.0,6.0,0.001,0.0001,0.504964,0.926617,0.106226
1.0,1.0,7.0,0.001,0.1,0.485742,0.926129,0.070236
1.0,1.0,7.0,0.001,0.01,0.506524,0.924919,0.065047
1.0,1.0,7.0,0.001,0.001,0.516198,0.925697,0.082773
1.0,1.0,7.0,0.001,0.0001,0.497267,0.927273,0.072195
1.0,1.0,8.0,0.001,0.1,0.51365,0.925185,0.066903
1.0,1.0,8.0,0.001,0.01,0.507374,0.924776,0.052541
1.0,1.0,8.0,0.001,0.001,0.510007,0.92543,0.061541
1.0,1.0,8.0,0.001,0.0001,0.524446,0.925681,0.071968
1.0,1.0,9.0,0.001,0.1,0.528797,0.925628,0.067671
1.0,1.0,9.0,0.001,0.01,0.521313,0.925522,0.075755
1.0,1.0,9.0,0.001,0.001,0.509937,0.925398,0.101183
1.0,1.0,9.0,0.001,0.0001,0.512787,0.92622,0.060221
1.0,1.0,10.0,0.001,0.1,0.486011,0.925085,0.066015
1.0,1.0,10.0,0.001,0.01,0.506287,0.927063,0.093952
1.0,1.0,10.0,0.001,0.001,0.518727,0.925188,0.046651
1.0,1.0,10.0,0.001,0.0001,0.52126,0.928517,0.145671
